customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,ChargesMonthly,ChargesTotal,DailyAccounts,Churn_numerico
1907-UBQFC,YES,MALE,1,NO,NO,10,YES,NO,FIBER OPTIC,NO,YES,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,72.85,688.65,2.39323258869908,1
1907-YLNYW,NO,MALE,0,NO,NO,8,YES,NO,DSL,YES,NO,YES,NO,NO,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,66.7,579.0,2.1911957950065704,0
1910-FMXJM,NO,FEMALE,0,YES,NO,36,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,YES,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,80.4,2937.65,2.6412614980289093,0
1915-IOFGU,YES,FEMALE,0,NO,NO,1,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,70.5,70.5,2.3160315374507228,1
1915-OAKWD,NO,FEMALE,0,NO,YES,16,YES,NO,NO,NO,NO,NO,NO,NO,NO,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),19.3,360.35,0.6340341655716163,0
1918-ZBFQJ,YES,FEMALE,0,NO,NO,13,YES,NO,FIBER OPTIC,NO,YES,YES,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,79.25,1111.65,2.6034822601839682,1
1919-RTPQD,NO,MALE,0,YES,YES,7,YES,NO,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,44.75,333.65,1.4701051248357424,0
1921-KYSAY,NO,FEMALE,0,NO,NO,41,YES,YES,DSL,NO,NO,YES,YES,NO,YES,ONE YEAR,YES,ELECTRONIC CHECK,68.6,2877.05,2.253613666228646,0
1925-GMVBW,NO,FEMALE,0,NO,NO,5,YES,NO,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,CREDIT CARD (AUTOMATIC),20.55,96.1,0.6750985545335085,0
1925-LFCZZ,NO,MALE,1,NO,NO,55,NO,NO,DSL,NO,NO,YES,NO,YES,YES,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),50.05,2743.45,1.6442181340341655,0
1925-TIBLE,YES,FEMALE,0,YES,NO,7,YES,YES,FIBER OPTIC,NO,NO,NO,NO,YES,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,86.5,582.5,2.8416557161629434,1
1926-QUZNN,NO,FEMALE,0,YES,NO,72,YES,YES,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),25.25,1841.2,0.8295006570302234,0
1927-QEWMY,NO,FEMALE,0,YES,NO,72,YES,NO,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),20.5,1502.25,0.6734559789750328,0
1928-BXYIV,NO,MALE,0,NO,NO,1,YES,YES,DSL,YES,YES,NO,NO,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,61.15,61.15,2.0088699080157686,0
1929-ZCBHE,NO,MALE,0,YES,YES,47,NO,NO,DSL,YES,NO,YES,YES,NO,NO,ONE YEAR,NO,ELECTRONIC CHECK,40.3,1794.8,1.3239159001314058,0
1930-BZLHI,NO,MALE,0,NO,NO,21,YES,NO,NO,NO,NO,NO,NO,NO,NO,ONE YEAR,YES,MAILED CHECK,20.35,422.7,0.6685282522996058,0
1930-QPBVZ,NO,MALE,0,YES,YES,68,YES,NO,FIBER OPTIC,YES,YES,NO,YES,NO,YES,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),95.1,6683.4,3.124178712220762,0
1930-WNXSB,NO,MALE,0,YES,YES,58,YES,NO,FIBER OPTIC,NO,YES,NO,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,92.85,5305.05,3.050262812089356,0
1932-UEDCX,NO,MALE,1,YES,NO,33,YES,YES,FIBER OPTIC,NO,YES,NO,NO,YES,YES,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),100.6,3270.25,3.304862023653088,0
1934-MKPXS,NO,MALE,0,YES,YES,33,YES,NO,NO,NO,NO,NO,NO,NO,NO,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),20.1,620.55,0.6603153745072273,0
1934-SJVJK,YES,MALE,0,NO,NO,1,YES,NO,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,20.15,20.15,0.6619579500657029,1
1935-IMVBB,NO,MALE,0,YES,NO,56,YES,NO,FIBER OPTIC,NO,NO,NO,NO,YES,YES,MONTH-TO-MONTH,NO,MAILED CHECK,89.7,4952.95,2.9467805519053876,0
1936-CZAKF,NO,MALE,0,YES,NO,49,NO,NO,DSL,NO,YES,NO,NO,YES,YES,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),49.65,2409.9,1.63107752956636,0
1936-UAFEH,NO,FEMALE,0,NO,NO,68,YES,YES,FIBER OPTIC,YES,YES,NO,YES,YES,YES,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),110.25,7279.35,3.621879106438896,0
1937-OTUKY,NO,FEMALE,0,YES,NO,72,YES,YES,FIBER OPTIC,YES,NO,YES,YES,YES,NO,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),98.2,7015.9,3.226018396846255,0
1941-HOSAM,NO,MALE,0,YES,YES,1,YES,NO,FIBER OPTIC,NO,NO,NO,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,90.1,90.1,2.9599211563731926,0
1942-OQFRW,NO,MALE,0,NO,NO,1,YES,NO,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,44.0,44.0,1.445466491458607,0
1945-XISKS,NO,FEMALE,0,YES,NO,67,YES,NO,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,NO,MAILED CHECK,19.65,1335.2,0.645532194480946,0
1950-KSVVJ,NO,FEMALE,0,YES,NO,45,YES,YES,FIBER OPTIC,YES,YES,YES,YES,YES,YES,ONE YEAR,NO,MAILED CHECK,113.3,5032.25,3.722076215505913,0
1951-IEYXM,NO,MALE,0,YES,YES,72,YES,YES,DSL,YES,YES,YES,YES,YES,YES,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),90.6,6441.85,2.9763469119579495,0
1952-DVVSW,NO,FEMALE,0,YES,NO,10,YES,NO,NO,NO,NO,NO,NO,NO,NO,ONE YEAR,NO,MAILED CHECK,20.1,184.4,0.6603153745072273,0
1955-IBMMB,NO,MALE,0,NO,NO,59,YES,NO,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),20.2,1192.3,0.6636005256241787,0
1956-YIFGE,NO,MALE,0,YES,YES,22,YES,NO,FIBER OPTIC,NO,YES,YES,NO,YES,YES,ONE YEAR,YES,MAILED CHECK,100.05,2090.25,3.286793692509855,0
1958-RNRKS,NO,MALE,0,YES,NO,30,YES,YES,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,49.9,1441.95,1.6392904073587384,0
1960-UOTYM,NO,MALE,0,YES,YES,52,YES,NO,DSL,YES,YES,YES,NO,YES,YES,TWO YEAR,NO,ELECTRONIC CHECK,79.2,4016.3,2.6018396846254928,0
1960-UYCNN,NO,MALE,0,NO,NO,10,YES,YES,FIBER OPTIC,NO,YES,YES,NO,NO,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,95.25,1021.55,3.129106438896189,0
1963-SVUCV,YES,MALE,0,NO,NO,1,YES,NO,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,45.3,45.3,1.4881734559789748,1
1963-VAUKV,YES,FEMALE,0,NO,NO,1,YES,NO,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,20.4,20.4,0.6701708278580814,1
1964-SVLEA,NO,MALE,0,NO,NO,20,YES,NO,NO,NO,NO,NO,NO,NO,NO,ONE YEAR,YES,MAILED CHECK,19.7,415.9,0.6471747700394218,0
1965-AKTSX,YES,FEMALE,1,NO,NO,14,YES,YES,FIBER OPTIC,NO,YES,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,78.95,1101.85,2.5936268068331145,1
1965-DDBWU,YES,MALE,0,NO,NO,16,YES,YES,FIBER OPTIC,NO,NO,NO,YES,NO,YES,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),89.05,1448.6,2.9254270696452034,1
1970-KKFWL,NO,FEMALE,0,NO,NO,35,YES,YES,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),23.3,797.1,0.7654402102496715,0
1971-DTCZB,NO,FEMALE,0,YES,NO,72,YES,YES,DSL,YES,YES,YES,YES,YES,YES,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),90.95,6468.6,2.98784494086728,0
1972-XMUWV,NO,FEMALE,0,YES,NO,65,YES,NO,DSL,NO,NO,NO,YES,YES,NO,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),59.8,3808.2,1.964520367936925,0
1976-AZZPJ,NO,MALE,0,YES,NO,7,NO,NO,DSL,YES,YES,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,34.2,256.6,1.123521681997372,0
1976-CFOCS,YES,FEMALE,1,YES,NO,1,YES,NO,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,46.0,46.0,1.5111695137976346,1
1977-STDKI,YES,FEMALE,1,NO,NO,1,YES,NO,FIBER OPTIC,NO,YES,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,73.0,73.0,2.3981603153745072,1
1980-KXVPM,YES,FEMALE,1,NO,NO,3,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),75.05,256.25,2.4655059132720103,1
1981-INRFU,YES,FEMALE,0,NO,NO,2,YES,NO,FIBER OPTIC,NO,NO,NO,NO,YES,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,79.75,164.5,2.619908015768725,1
1982-FEBTD,NO,FEMALE,0,YES,YES,23,YES,YES,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),25.6,514.75,0.8409986859395532,0
1984-FCOWB,YES,FEMALE,0,YES,NO,70,YES,YES,FIBER OPTIC,NO,YES,YES,YES,YES,YES,ONE YEAR,YES,ELECTRONIC CHECK,109.5,7674.55,3.5972404730617606,1
1984-GPTEH,NO,FEMALE,0,NO,NO,29,YES,YES,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,25.15,702.0,0.826215505913272,0
1985-MBRYP,NO,FEMALE,0,NO,NO,43,YES,NO,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),19.65,779.25,0.645532194480946,0
1986-PHGZF,NO,MALE,1,NO,NO,18,YES,YES,DSL,YES,YES,NO,NO,NO,NO,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),58.4,964.9,1.9185282522996057,0
1987-AUELQ,NO,FEMALE,0,YES,NO,71,YES,YES,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),25.05,1873.7,0.8229303547963206,0
1989-PRJHP,YES,MALE,1,YES,NO,27,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,75.5,1893.95,2.4802890932982917,1
1991-VOPLL,NO,FEMALE,0,NO,NO,9,YES,NO,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,19.05,157.65,0.6258212877792378,0
1996-DBMUS,NO,FEMALE,1,YES,NO,48,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),70.65,3545.05,2.32095926412615,0
1998-VHJHK,NO,FEMALE,0,NO,NO,27,YES,NO,NO,NO,NO,NO,NO,NO,NO,ONE YEAR,NO,MAILED CHECK,19.15,501.35,0.6291064388961891,0
2000-DHJUY,NO,FEMALE,1,YES,NO,70,YES,YES,DSL,YES,YES,YES,YES,YES,YES,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),92.2,6474.45,3.028909329829172,0
2000-MPKCA,NO,FEMALE,0,NO,NO,58,YES,YES,FIBER OPTIC,YES,YES,YES,NO,YES,YES,ONE YEAR,YES,ELECTRONIC CHECK,107.75,6332.75,3.5397503285151117,0
2001-EWBQU,NO,FEMALE,0,NO,NO,60,YES,YES,FIBER OPTIC,NO,YES,YES,NO,YES,YES,TWO YEAR,NO,ELECTRONIC CHECK,104.7,6333.8,3.4395532194480944,0
2001-MCUUW,NO,MALE,0,NO,NO,46,YES,YES,FIBER OPTIC,NO,YES,YES,YES,YES,YES,TWO YEAR,NO,ELECTRONIC CHECK,108.65,4903.2,3.569316688567674,0
2002-MZHWP,YES,FEMALE,0,NO,NO,1,YES,NO,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,20.5,20.5,0.6734559789750328,1
2003-CKLOR,YES,MALE,0,NO,NO,66,YES,NO,FIBER OPTIC,NO,YES,YES,NO,YES,YES,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,99.5,6710.5,3.2687253613666227,1
2004-OCQXK,YES,FEMALE,0,NO,NO,1,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,81.95,81.95,2.692181340341656,1
2005-DWQZJ,NO,FEMALE,0,YES,YES,8,YES,NO,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,NO,MAILED CHECK,19.05,201.7,0.6258212877792378,0
2007-QVGAW,NO,FEMALE,0,YES,YES,68,YES,NO,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),19.35,1292.65,0.635676741130092,0
2011-TRQYE,YES,MALE,0,NO,NO,18,NO,NO,DSL,NO,YES,YES,NO,NO,NO,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),33.5,600.0,1.1005256241787122,1
2012-NWRPA,YES,FEMALE,1,YES,NO,11,YES,YES,FIBER OPTIC,NO,NO,YES,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,99.55,1131.2,3.270367936925098,1
2013-SGDXK,YES,FEMALE,0,NO,NO,1,YES,NO,FIBER OPTIC,NO,YES,NO,NO,YES,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,84.3,84.3,2.769382391590013,1
2014-MKGMH,NO,FEMALE,0,NO,NO,46,YES,YES,FIBER OPTIC,NO,NO,YES,NO,YES,YES,ONE YEAR,YES,ELECTRONIC CHECK,101.1,4674.4,3.321287779237845,0
2017-CCBLH,NO,FEMALE,0,NO,NO,8,YES,NO,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,NO,MAILED CHECK,20.0,141.6,0.657030223390276,0
2018-PZKMU,NO,MALE,0,YES,YES,9,YES,NO,FIBER OPTIC,NO,NO,YES,YES,YES,YES,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,103.1,970.45,3.3869908015768724,0
2018-QKYGT,NO,MALE,0,YES,YES,1,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,81.05,81.05,2.662614980289093,0
2019-HDCZY,NO,MALE,0,YES,NO,63,YES,YES,FIBER OPTIC,NO,NO,YES,NO,YES,YES,TWO YEAR,NO,ELECTRONIC CHECK,102.6,6296.75,3.3705650459921155,0
2023-VQFDL,NO,MALE,0,NO,NO,18,YES,NO,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,19.0,348.8,0.6241787122207622,0
2024-BASKD,YES,FEMALE,0,NO,NO,1,YES,NO,FIBER OPTIC,NO,NO,YES,NO,NO,NO,MONTH-TO-MONTH,YES,MAILED CHECK,74.6,74.6,2.450722733245729,1
2025-JKFWI,YES,MALE,0,NO,NO,13,YES,YES,FIBER OPTIC,NO,NO,NO,YES,YES,YES,MONTH-TO-MONTH,YES,MAILED CHECK,99.0,1301.7,3.252299605781866,1
2026-TGDHM,YES,FEMALE,0,NO,NO,7,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,79.3,523.15,2.605124835742444,1
2027-CWDNU,NO,MALE,0,YES,YES,18,YES,NO,FIBER OPTIC,NO,NO,NO,YES,NO,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,85.6,1601.5,2.8120893561103806,0
2027-DNKIV,NO,MALE,0,YES,YES,37,YES,NO,DSL,YES,NO,YES,YES,NO,NO,ONE YEAR,YES,MAILED CHECK,58.75,2203.1,1.9300262812089355,0
2027-FECZV,YES,MALE,0,NO,NO,12,YES,YES,FIBER OPTIC,NO,YES,YES,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,106.7,1253.9,3.505256241787122,1
2027-OAQQC,YES,FEMALE,0,NO,NO,43,NO,NO,DSL,NO,NO,YES,NO,YES,YES,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),49.05,2076.2,1.6113666228646517,1
2027-WKXMW,NO,FEMALE,0,YES,NO,63,YES,YES,FIBER OPTIC,NO,YES,YES,YES,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,108.75,6871.7,3.5726018396846255,0
2030-BTZRO,NO,MALE,0,YES,YES,6,YES,NO,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),20.4,107.6,0.6701708278580814,0
2034-CGRHZ,YES,MALE,1,NO,NO,24,YES,YES,FIBER OPTIC,NO,YES,YES,NO,YES,YES,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),102.95,2496.7,3.3820630749014455,1
2034-GDRCN,YES,FEMALE,0,NO,NO,2,YES,NO,FIBER OPTIC,NO,NO,NO,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,90.4,168.2,2.9697766097240472,1
2037-SGXHH,YES,MALE,0,YES,YES,38,YES,YES,FIBER OPTIC,NO,YES,YES,NO,YES,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,94.65,3624.3,3.109395532194481,1
2037-XJFUP,YES,MALE,0,YES,NO,33,YES,NO,FIBER OPTIC,NO,NO,YES,NO,YES,YES,ONE YEAR,YES,ELECTRONIC CHECK,95.8,3036.75,3.1471747700394217,1
2038-LLMLM,NO,FEMALE,0,NO,NO,48,YES,YES,FIBER OPTIC,NO,NO,YES,YES,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,103.85,4946.05,3.4116294349540075,0
2038-OEQZH,NO,MALE,0,NO,NO,4,YES,NO,FIBER OPTIC,NO,NO,YES,NO,NO,YES,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,86.05,308.1,2.826872536136662,0
2038-YSEZE,NO,FEMALE,0,NO,NO,29,YES,YES,DSL,YES,YES,NO,YES,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,67.45,1801.1,2.2158344283837055,0
2039-JONDJ,NO,MALE,0,NO,NO,27,YES,NO,DSL,YES,YES,NO,NO,NO,NO,ONE YEAR,NO,BANK TRANSFER (AUTOMATIC),55.45,1477.65,1.8216162943495402,0
2040-LDIWQ,NO,MALE,0,YES,YES,65,YES,YES,DSL,NO,YES,YES,YES,YES,YES,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),84.2,5324.5,2.7660972404730617,0
2040-OBMLJ,NO,MALE,0,NO,NO,31,YES,YES,FIBER OPTIC,NO,NO,NO,YES,NO,NO,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),81.7,2548.65,2.6839684625492772,0
2040-VZIKE,NO,FEMALE,0,YES,NO,49,YES,YES,FIBER OPTIC,YES,NO,NO,NO,YES,YES,MONTH-TO-MONTH,YES,MAILED CHECK,100.85,4847.35,3.313074901445466,0
2040-XBAVJ,NO,MALE,0,YES,YES,72,YES,YES,FIBER OPTIC,YES,YES,YES,YES,YES,YES,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),114.45,8100.55,3.759855453350854,0
2041-JIJCI,NO,FEMALE,0,NO,NO,5,YES,YES,DSL,NO,YES,NO,NO,NO,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,64.0,370.25,2.102496714848883,0
2043-WVTQJ,NO,MALE,0,YES,NO,1,YES,NO,DSL,YES,NO,YES,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,55.7,55.7,1.8298291721419186,0
2045-BMBTJ,NO,FEMALE,1,NO,NO,33,NO,NO,DSL,YES,YES,YES,NO,YES,YES,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),59.45,1884.65,1.9530223390275954,0
2049-BAFNW,NO,FEMALE,0,NO,NO,1,NO,NO,DSL,NO,NO,YES,YES,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,35.9,35.9,1.1793692509855453,0
2050-ONYDQ,NO,FEMALE,0,YES,YES,65,YES,YES,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),26.0,1654.85,0.8541392904073587,0
2054-PJOCK,NO,FEMALE,0,NO,NO,60,YES,YES,DSL,NO,NO,YES,YES,YES,YES,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),80.55,4847.05,2.646189224704336,0
2055-BFOCC,NO,MALE,1,YES,NO,63,YES,NO,DSL,YES,YES,YES,YES,YES,YES,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),84.0,5329.55,2.759526938239159,0
2055-PDADH,YES,FEMALE,1,NO,NO,3,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,70.4,204.7,2.3127463863337714,1
2055-SIFSS,NO,FEMALE,1,YES,NO,55,YES,YES,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),51.65,2838.55,1.6967805519053876,0
2056-EVGZL,NO,MALE,0,YES,YES,68,YES,NO,FIBER OPTIC,NO,YES,YES,YES,YES,YES,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),105.75,7322.5,3.474047306176084,0
2057-BOYKM,NO,FEMALE,1,YES,NO,72,YES,YES,FIBER OPTIC,YES,YES,YES,YES,NO,NO,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),96.6,6827.5,3.1734559789750327,0
2057-ZBLPD,YES,FEMALE,0,YES,NO,21,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,86.5,1808.7,2.8416557161629434,1
2058-DCJBE,YES,MALE,0,NO,NO,5,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,69.75,324.6,2.291392904073587,1
2061-VVFST,NO,FEMALE,0,YES,NO,37,YES,NO,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),19.5,805.2,0.640604467805519,0
2065-MMKGR,NO,FEMALE,0,NO,NO,29,YES,YES,DSL,NO,NO,NO,NO,YES,YES,ONE YEAR,YES,CREDIT CARD (AUTOMATIC),71.0,2080.1,2.3324572930354797,0
2067-QYTCF,NO,FEMALE,0,YES,NO,64,YES,YES,FIBER OPTIC,NO,YES,YES,YES,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,111.15,6953.4,3.6514454664914586,0
2068-WWXQZ,NO,MALE,0,NO,NO,46,YES,NO,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),20.05,902.0,0.6586727989487516,0
2070-FNEXE,YES,FEMALE,1,NO,NO,7,YES,NO,FIBER OPTIC,YES,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),76.45,503.6,2.5114980289093296,1
2070-XYMFH,NO,FEMALE,1,NO,NO,23,YES,YES,FIBER OPTIC,NO,NO,YES,NO,NO,NO,MONTH-TO-MONTH,YES,MAILED CHECK,79.35,1835.3,2.6067674113009196,0
2072-ZVJJX,NO,MALE,0,YES,NO,68,YES,YES,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),25.25,1728.2,0.8295006570302234,0
2073-QBVBI,NO,FEMALE,0,YES,NO,41,NO,NO,DSL,NO,YES,NO,YES,NO,NO,ONE YEAR,NO,MAILED CHECK,35.45,1391.65,1.1645860709592641,0
2074-GKOWZ,YES,MALE,0,YES,YES,2,YES,NO,FIBER OPTIC,NO,NO,NO,NO,YES,YES,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),89.55,185.55,2.9418528252299603,1
2074-GUHPQ,NO,FEMALE,0,NO,YES,17,YES,YES,FIBER OPTIC,NO,YES,YES,YES,NO,NO,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),92.7,1556.85,3.045335085413929,0
2075-PUEPR,NO,MALE,0,YES,YES,55,YES,NO,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),19.35,1153.25,0.635676741130092,0
2075-RMJIK,NO,FEMALE,0,YES,YES,5,YES,NO,DSL,YES,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,MAILED CHECK,49.4,232.55,1.6228646517739815,0
2077-DDHJK,NO,FEMALE,0,YES,NO,68,YES,YES,DSL,YES,YES,YES,YES,NO,NO,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),70.9,4911.35,2.3291721419185283,0
2077-MPJQO,NO,MALE,1,YES,NO,7,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,75.4,533.05,2.4770039421813403,0
2079-FBMZK,YES,FEMALE,0,NO,NO,6,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,MAILED CHECK,69.25,418.4,2.2749671484888303,1
2080-CAZNM,NO,FEMALE,1,NO,NO,41,YES,YES,FIBER OPTIC,NO,YES,YES,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,104.4,4133.95,3.4296977660972403,0
2080-GKCWQ,NO,MALE,0,NO,NO,2,YES,NO,FIBER OPTIC,NO,YES,NO,NO,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,74.95,151.75,2.462220762155059,0
2080-SRCDE,NO,FEMALE,0,NO,YES,1,YES,YES,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,25.4,25.4,0.8344283837056504,0
2081-KJSQF,NO,MALE,0,NO,NO,1,YES,NO,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,MAILED CHECK,20.25,20.25,0.6652431011826544,0
2081-VEYEH,NO,MALE,0,NO,NO,3,YES,NO,FIBER OPTIC,NO,YES,YES,YES,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,107.95,318.6,3.5463206307490145,0
